,Unnamed: 0,sentiment,review,emopattern,emoscore
946414,946414,-1,"I ordered this for one of my classes, said it included the CD ROM, the CD ROM is missing. Will be sending in for refund and exchange through different seller.",snp,0.05442747
873355,873355,1,"There is something for all levels of knitting - from the easy ones to the difficult ones. The colors and styles are fairly contemporary. There is such a variety that you are sure to find a several that appeal to you. There is very little in the line of instruction, so you best know how to knit before purchasing.",spppn,0.37868845
2091940,2091940,1,My almost 4-year old son laughed out loud as Mr. Wani ran into Elephant's rear end. The illustrations are excellent and gave my son a serious case of the giggles. Of course all the silly voices I do for the animals help too! A great book that preschoolers will love to hear again and again.,spppp,0.9877457
1064416,1064416,1,This was exactly the replacement carafe that I needed. Glad that we kept the lid from the broken carafe. They were very clear that it did not include the lid.,sppn,0.16153482
2783277,2783277,-1,"I understand from the jacket that the author is a very well educated and intelligent guy. However, the basic structure of the book is that he's an Anglo who gets on a bus in Mexico and rides it down through Central America to Nicaragua. All the while, and you get the feeling he's never been to Central America before, he gives the reader all sorts of political, geo-political and editorial opinions about how screwed up the Mexicans, Salvadorans and Nicaraguans are. The guy could have stayed in Washington or New York or wherever he was, and made the same pronouncements at the bar with his well-educated and intelligent co-workers, with the same level of emotional involvement. If somehow getting on a bus and riding a few thousand miles suddenly makes your opinion about a region credible and worthwhile, the author succeeded. I'm a little skeptical myself. The author comes across like a post-liberal Colonel Blimp more than anything else.",sppnnpnn,0.81632113
2655000,2655000,1,This is a classic and crazy movie. I used to watch it all the time when I was younger. Never had a chance to own it before and now I'm still addicted to this movie! It seriously came right after I ordered it!,spppp,0.96185184
1861432,1861432,-1,Oracle Press continues to adhere ot its level of standard on technical book quality - uselessness. This book gently touches on topics that in themselves are so complex that books can be written on each. But the DBA and developers community know better these days: O'Reilly books - Yes! Oracle Press books - No-No!,snppn,0.7689378
2267112,2267112,-1,I guest I would have loved this video. But I nevered received the viedo. I emailed amazon and told them but I never got an answer.,spnn,0.7495755
1089223,1089223,1,"So The Plan gets a lot of hate, but I don't think it's really warranted. What basically goes on here are scenes from the 1st two seasons of Battlestar Galactica are revisited and then taken further in depth from the Cylons', mostly Cavil's, point of view. Nothing earth shattering is going on here, but die hard fans of the series should enjoy this. I also appreciated the craft of how seamlessly the new material is woven in with the regular series footage.",snppp,0.92864776
3129971,3129971,1,"When I purchased this book I expected more historically traditional photographs, but I was happily surprised to find this book just as interesting with its modern take on traditional Maori tattoo culture. The subjects of the many photos reflect the modernized interpretation of moko as it exists today. I recommend this book to any tattoo enthusiast who has an interest in Polynesian or pacific island tattoo practices.",sppp,0.8417042
3586809,3586809,1,I have had a 35mm camera that requires the APS film for 10 years. The camera is great and this film really captures the subject you are taking pictures of. This camera has been to Alaska and Mexico when my daughter and I went on each cruise.,sppp,0.12496507
554311,554311,-1,"Yes, the movie has dinosaurs. I cannot tell you why as I've been unable to really figure it out. I watched this movie knowing that it was very polarizing and I would either love it or hate it. I tried to love it - I did. I even started to believe I ""got it"". And then came the dinosaurs. You can try to say that this movie is existential and brilliant. I'm just going to go with the explanation that they were playing a joke on the viewing audience. It has to be a joke.",spnnppnpnn,0.72184163
730055,730055,-1,"I have owned a Marsona Sound Machine(1250) for over 20 years. I recently took it on a trip,and discovered that it had stopped working at some point in transit. Devastated. I cannotlive/sleep without it. I ordered a new one, a Marsona 1288A, and discovered that it was notperfect like my old one. I can hear the 'looping', and my ears cannot filter out that sound.Not effective for those of us with sensitive hearing. Out of necessity, I have since hadmy old one serviced locally, now hopefully it will live on another 20+ years! The old model wasperfect for me. Returning the new one, sad to say....",spnnpnnppn,0.8752933
1779573,1779573,1,"This is by far one of the all-time best fishing books on the market today. Linda Greenlaw has what it takes. The story is enthusiastic, interesting, and technically well written, but you don't have to be a longshoreman to understand it. This is man against nature at his or her best. After being somewhat disappointed with THE PERFECT STORM I was leary to buy this book. Glad I did, it was worth every minute. This is a text that any water enthusiast should read. It is by sheer providence that fisherman and fisherwomen should own this book as a guide in difficult times. I know when things get hairy for me I ask myself; ""What would Linda do?""",spppnnpppn,0.15092625
